2016,04,28,40.860214999999997,-73.893060000000006
2016,08,12,40.862644000000003,-73.903244000000001
2016,06,27,40.861348999999997,-73.898022999999995
2016,04,28,40.861654999999999,-73.898580999999993
2016,04,28,40.859152999999999,-73.898553000000007
2016,07,19,40.765827999999999,-73.983363999999995
2016,05,26,40.766174999999997,-73.981989999999996
2016,04,10,40.746623999999997,-73.988399000000001
2016,04,28,40.749662999999998,-73.988005999999999
2016,07,22,40.754494000000001,-73.986941000000002
2016,07,22,40.754846000000001,-73.986362999999997
2016,05,14,40.760413,-73.984540999999993
2016,05,14,40.760269000000001,-73.984866999999994
2016,04,30,40.760646000000001,-73.98442
2016,04,30,40.760621999999998,-73.984234000000001
2016,05,26,40.760719999999999,-73.984641999999994
2016,05,26,40.760883,-73.984278000000003
2016,04,30,40.763981000000001,-73.982637999999994
2016,04,15,40.764127000000002,-73.982309999999998
2016,05,14,40.764676000000001,-73.982384999999994
2016,04,28,40.750087000000001,-73.987780999999998
2015,11,21,40.733106999999997,-73.987161999999998
2016,01,22,40.733694,-73.987043999999997
2016,06,29,40.733469999999997,-73.987384000000006
2015,11,12,40.733794000000003,-73.986675000000005
2015,11,17,40.734499,-73.986180000000004
2016,04,21,40.742624999999997,-73.980627999999996
2016,02,12,40.748387000000001,-73.976353000000003
2016,02,01,40.748289999999997,-73.976516000000004
2016,02,03,40.758276000000002,-73.969132000000002
2016,04,21,40.739530999999999,-73.982889
2015,11,21,40.734772,-73.986265000000003
2015,11,18,40.735349999999997,-73.985849999999999
2015,11,21,40.735626000000003,-73.985321999999996
2015,11,16,40.750729,-73.974079000000003
2016,04,21,40.760207000000001,-73.967177000000007
2016,05,11,40.736213999999997,-73.984899999999996
2016,01,26,40.735838999999999,-73.985170999999994
2016,04,07,40.736333999999999,-73.985129000000001
2016,01,26,40.736426999999999,-73.984751000000003
2016,01,26,40.736789000000002,-73.984486000000004
2016,01,26,40.740040999999998,-73.982423999999995
2016,06,27,40.739964000000001,-73.982043000000004
2016,04,21,40.740245999999999,-73.982382999999999
2015,11,12,40.740572999999998,-73.981729000000001
2015,11,14,40.740774999999999,-73.981576000000004
2016,01,22,40.741168999999999,-73.981296999999998
2016,04,21,40.742007000000001,-73.980680000000007
2016,05,11,40.743093000000002,-73.979812999999993
2016,04,21,40.743954000000002,-73.979652000000002
2015,11,21,40.743876,-73.979315999999997
2016,02,02,40.745116000000003,-73.978415999999996
2016,02,04,40.746448999999998,-73.977444000000006
2015,11,12,40.746541999999998,-73.977694999999997
2016,05,11,40.747672000000001,-73.976965000000007
2015,11,14,40.747790000000002,-73.976782
2015,11,12,40.748289,-73.976105000000004
2016,03,15,40.748821999999997,-73.976033999999999
2016,05,11,40.748731999999997,-73.975359999999995
2015,11,16,40.748913999999999,-73.975648000000007
2016,06,10,40.750155999999997,-73.974740999999995
2015,12,01,40.750388999999998,-73.974857999999998
2015,11,12,40.750959999999999,-73.974468000000002
2016,02,04,40.751406000000003,-73.974142999999998
2016,07,14,40.751497000000001,-73.973765
2015,12,01,40.752665999999998,-73.972842
2015,12,21,40.753196000000003,-73.972444999999993
2015,11,21,40.753898999999997,-73.972325999999995
2016,02,05,40.754092,-73.972179999999994
2016,01,27,40.754513000000003,-73.971879000000001
2015,11,12,40.755229999999997,-73.971024
2016,05,11,40.755873999999999,-73.971031999999994
2015,11,19,40.755361999999998,-73.971265000000002
2016,04,28,40.756323999999999,-73.970145000000002
2016,02,04,40.756503000000002,-73.970106999999999
2016,03,01,40.756909999999998,-73.969813000000002
2015,11,21,40.758518000000002,-73.968986999999998
2016,05,23,40.758992999999997,-73.968727000000001
2016,02,12,40.758397000000002,-73.968709000000004
2016,02,12,40.758817000000001,-73.968410000000006
2016,06,10,40.759610000000002,-73.968242000000004
2016,02,19,40.759756000000003,-73.968047999999996
2016,02,15,40.760002999999998,-73.967591999999996
2016,02,15,40.759630999999999,-73.967826000000002
2016,02,19,40.760136000000003,-73.967776999999998
2016,05,31,40.760345999999998,-73.967303000000001
2016,02,19,40.760461999999997,-73.967551
2016,08,12,40.760651000000003,-73.967084
2016,08,12,40.761085999999999,-73.967078000000001
2016,02,20,40.761603999999998,-73.966387999999995
2016,03,10,40.739441999999997,-74.002596999999994
2016,03,17,40.742297000000001,-74.00094
2016,03,02,40.767271000000001,-73.982247000000001
2016,03,17,40.743582000000004,-73.999902000000006
2016,03,15,40.744262999999997,-73.999404999999996
2016,03,07,40.744402999999998,-73.998992999999999
2016,03,15,40.744588999999998,-73.999171000000004
2016,03,15,40.744750000000003,-73.998735999999994
2016,05,31,40.747905000000003,-73.996433999999994
2016,03,03,40.763424000000001,-73.985061000000002
2016,05,17,40.745444999999997,-73.998617999999993
2016,03,11,40.757544000000003,-73.989408999999995
2016,03,10,40.757753000000001,-73.989251999999993
2016,03,08,40.745928999999997,-73.997753000000003
2016,03,04,40.766641999999997,-73.983101000000005
2016,07,11,40.766947000000002,-73.983149999999995
2016,07,14,40.766964000000002,-73.982855000000001
2016,03,03,40.754137999999998,-73.992340999999996
2016,04,11,40.747380999999997,-73.997135999999998
2016,03,15,40.749122,-73.995553000000001
2016,07,19,40.767363000000003,-73.982575999999995
2016,08,08,40.749536999999997,-73.995244999999997
2016,04,07,40.749828000000001,-73.995525000000001
2016,03,15,40.750230000000002,-73.995058999999998
2016,04,11,40.752709000000003,-73.992756
2016,04,11,40.752949000000001,-73.992761999999999
2016,03,14,40.753430000000002,-73.992731000000006
2016,03,14,40.753642999999997,-73.992564999999999
2016,03,10,40.754170999999999,-73.991871000000003
